rut_paciente,nombre_completo,fecha_nacimiento,sexo,prevision,id_atencion,fecha_atencion,tipo_atencion,codigo_cie10,codigo_minsal,dosis_prescrita,alergia_principio,id_examen,codigo_examen,resultado_valor,unidad_medida
10438463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,ffd47a23-ade3-41a8-8cc2-d90c1d12044e,2026-03-12 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,0b00a0ae-0985-4721-a0a1-1a0f99c04009,302047,5.26,mmol/L
9214767-3,Ana Sofia Martinez Sepulveda,1989-11-12,F,DIPRECA,7dfbb4ca-d398-4bec-9f42-4e1cbae06877,2024-09-19 18:13:27,CONSULTA,E11.9,M001,100mg,Ninguna,537cec72-f90a-43cf-a6e2-d6f484d06d94,301045,48.21,U/L
7966946-6,Sofia Camila Martinez Perez,1947-03-18,F,ISAPRE,572ec0d2-a4c2-4e78-ab2e-ba054f685ef8,2024-06-29 18:13:27,HOSPITALIZACION,J00,M005,100mg,Ninguna,2c8bb6c2-a716-4330-9a92-41a2d88df15c,302076,113.13,mg/dL
9026918-6,Tomas Andres Martinez Morales,1952-12-06,M,DIPRECA,59591461-9ae6-4b58-83d9-4b7e2861570f,2025-04-03 18:13:27,HOSPITALIZACION,J00,M005,500mg,Ninguna,c43da8cc-ea42-4129-b91d-f771b67a4e5e,301004,101.09,U/L
11336082-8,Antonia Antonia Muñoz Rodriguez,1986-07-31,F,DIPRECA,6effcf2e-6e0e-41b8-aac3-40b9fd6e56e9,2026-01-19 18:13:27,URGENCIA,K21.9,M003,500mg,Paracetamol,06020960-5675-4d50-b2f7-e48d8a006d18,302076,71.67,mmol/L
22099038-9,Jorge Roberto Torres Muñoz,1992-04-20,M,DIPRECA,e38b4dae-b327-4010-8e7e-11d06fe4039e,2024-10-15 18:13:27,HOSPITALIZACION,J00,M002,500mg,Ninguna,0bbb6fe3-d252-4cb4-9cd4-3ccbfb9afa64,301001,108.14,mg/dL
15194462-0,Jorge Andres Gonzalez Perez,1978-05-15,M,DIPRECA,8e19172b-4e64-472b-abac-28cd81881968,2025-09-11 18:13:27,URGENCIA,E11.9,M003,500mg,Amoxicilina,36ad3610-aadf-4c70-8d6e-7b9a8d5521b5,301045,133.11,mg/dL
9720651-1,Matias Diego Lopez Silva,1965-10-20,M,ISAPRE,10314901-e3ba-457a-bd02-66e6b437e600,2024-10-06 18:13:27,PROCEDIMIENTO,J00,M002,400mg,Ninguna,274751f7-4011-4dbf-92e3-7e8d1649f56a,301045,49.56,mg/dL
18958861-5,Sofia Valentina Muñoz Torres,2019-02-13,F,FONASA,4ef6a675-10c2-48dc-bc7b-be413195c8d4,2026-04-11 18:13:27,CONSULTA,J00,M003,500mg,Ninguna,934ef999-9b85-496d-9164-13fdb2a9b2b3,301004,22.58,mg/dL
17596182-8,Jorge Matias Lopez Rojas,1950-10-07,M,FONASA,d41b3360-462f-4089-97e3-41c51304c54a,2024-08-25 18:13:27,PROCEDIMIENTO,M54.5,M002,200mg,Ninguna,01ab6dae-914f-4973-b27b-05de28bcc6e4,302076,100.54,U/L
16297750-4,Josefa Valentina Soto Rojas,1952-09-11,F,NINGUNA,38c71c67-be34-49d9-9053-24e84618af07,2026-02-27 18:13:27,CONSULTA,K21.9,M004,100mg,Ninguna,94d830a0-752b-40bc-9a1d-c8e8b5399221,301001,81.61,U/L
18994423-3,Javiera Fernanda Gonzalez Rojas,1996-03-23,F,FONASA,d6569af1-7420-443f-9b17-d7f633c89fd0,2025-03-18 18:13:27,PROCEDIMIENTO,K21.9,M005,500mg,Ninguna,b2e5254d-683e-4f0b-834d-fffa78807d03,301001,32.67,mmol/L
10719605-6,Tomas Felipe Fuentes Fuentes,1948-03-12,M,ISAPRE,deabe09c-d802-43ca-9397-341a662ab4e6,2024-07-17 18:13:27,CONSULTA,J00,M003,500mg,Ninguna,927d507e-321c-4987-b9ab-f3cfdfbda49d,301045,56.75,U/L
17338973-6,Gabriel Felipe Diaz Diaz,2005-05-08,M,CAPREDENA,ee5ab18a-cf05-461f-b43f-d01659364079,2024-10-01 18:13:27,PROCEDIMIENTO,M54.5,M005,400mg,Ninguna,9e234ca3-9b34-472c-b9d6-78a4c2e46665,301045,109.78,U/L
12859865-0,Maria Isidora Contreras Rojas,1971-09-23,F,ISAPRE,e123adca-70dc-48ec-a6a0-2668ab5e84cb,2024-10-20 18:13:27,URGENCIA,I10,M003,500mg,Ninguna,ebbcb047-0dea-4a8b-8b56-9855006b92a4,302047,62.84,U/L
15739296-4,Roberto Andres Torres Rodriguez,1993-08-04,M,CAPREDENA,7c7b9216-437b-47aa-8362-0cce671aa8d5,2024-12-02 18:13:27,HOSPITALIZACION,K21.9,M003,400mg,Ninguna,6cdf0e4a-8dd1-4333-be65-46b4f1f5049c,301045,149.91,U/L
12907099-4,Jorge Gabriel Sepulveda Rojas,1956-02-27,M,DIPRECA,6bef0dbc-f193-422a-9f97-7cd82c52cb4a,2025-07-02 18:13:27,PROCEDIMIENTO,J00,M005,400mg,Ninguna,dbcd2502-c506-4a8d-89a6-8a8dc35b9681,302076,30.64,mmol/L
15194462-0,Jorge Andres Gonzalez Perez,1978-05-15,M,DIPRECA,bcd6b79d-5ad4-4e91-84ed-1f7264c86df9,2025-08-27 18:13:27,URGENCIA,E11.9,M003,500mg,Amoxicilina,c3fb537c-3ed3-4aa0-8582-555ebdf290b3,301045,133.11,mg/dL
24276765-9,Matias Roberto Martinez Sepulveda,1988-09-14,M,CAPREDENA,38479094-53c8-452f-b83c-1c4057ea6408,2024-07-05 18:13:27,URGENCIA,I10,M005,400mg,Ibuprofeno,eb31c899-d114-4a33-baf1-ac4850e01f41,301045,134.69,mg/dL
9940596-1,Luis Pedro Torres Tapia,1960-01-25,M,CAPREDENA,095a295d-c6d8-4625-acab-a0763183c11a,2025-07-04 18:13:27,URGENCIA,K21.9,M001,200mg,Ninguna,66aa85b1-e07f-4912-82c0-012bd0c6f3da,302076,137.28,mmol/L
12726639-5,Tomas Felipe Rodriguez Sepulveda,1947-04-04,M,CAPREDENA,1c7355da-79e2-4d7b-a2bf-a518e6abb8c5,2025-09-19 18:13:27,CONSULTA,J00,M004,300mg,Ninguna,cdb5a2a2-1e4d-47a5-9c6f-c0985dd9c991,301045,9.71,mg/dL
7392699-8,Camila Fernanda Lopez Sepulveda,1951-06-13,F,ISAPRE,00d2a88a-fa27-407e-ab50-6536bff45edc,2025-08-23 18:13:27,CONSULTA,A09.9,M002,400mg,Ninguna,1e9076a8-bd1c-48bf-a321-0736c4e1acb6,302076,103.71,mmol/L
5010724-8,Matias Pedro Rojas Muñoz,1977-09-14,M,ISAPRE,5620e2e7-f6f9-408c-bfde-d14206bff98c,2025-04-11 18:13:27,HOSPITALIZACION,M54.5,M001,500mg,Omeprazol,2f254564-a81a-44e8-8499-518760680d12,301001,95.39,U/L
12308817-4,Carlos Felipe Fuentes Rodriguez,1993-10-01,M,FONASA,d390d025-c3df-471b-a2a7-b8c70853986d,2026-01-07 18:13:27,HOSPITALIZACION,K21.9,M005,500mg,Amoxicilina,68350dd1-8b4d-4b9b-a405-618420029a72,302076,137.03,mmol/L
18854356-1,Jorge Matias Muñoz Gonzalez,1950-12-07,M,NINGUNA,60d12f2a-0852-4daf-b226-64a5a5ecddca,2024-07-03 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,bd18d0f4-d049-44ca-9e8a-73071919b26b,301001,94.09,mg/dL
10239686-3,Diego Andres Soto Torres,1977-07-05,M,DIPRECA,43d06b55-5125-437c-b0bd-f23ca1298074,2024-07-30 18:13:27,CONSULTA,M54.5,M001,300mg,Ninguna,921ba165-86b8-4f1b-95b2-dc55b0d756f0,301001,132.56,mmol/L
20941613-1,Gabriel Matias Perez Silva,1957-05-04,M,DIPRECA,969ac27b-2626-49f4-8224-19b8e890a19c,2025-02-07 18:13:27,CONSULTA,E11.9,M002,500mg,Ninguna,96de0ecc-0e37-4255-b8a6-ee04ba0ddc98,302047,6.37,U/L
13441273-9,Camila Fernanda Lopez Contreras,1946-09-03,F,ISAPRE,f0625d8c-d337-42c4-9bd2-75db22e95a91,2025-07-02 18:13:27,PROCEDIMIENTO,J00,M002,100mg,Ninguna,9bc7a8e6-3254-4f3a-a9af-e3f5984c0d63,302047,99.88,mg/dL
17615791-7,Camila Antonia Martinez Soto,2008-04-18,F,ISAPRE,4b00e5f5-c7fc-4db3-9372-f7f58be8880e,2026-03-08 18:13:27,URGENCIA,K21.9,M004,300mg,Ninguna,2fe0a455-1400-4b47-89fb-f7b858a5d7d1,302076,92.69,mg/dL
19882417-8,Felipe Felipe Hernandez Gonzalez,1992-07-22,M,NINGUNA,283c6b2e-f62e-4f49-992d-3d0d5a1d6039,2025-02-06 18:13:27,CONSULTA,M54.5,M002,500mg,Ninguna,5b0ea98e-3429-414f-9d2f-1c2feab95dfa,301001,36.19,U/L
20424662-9,Roberto Gabriel Sepulveda Lopez,1995-08-23,M,CAPREDENA,15abcf2a-c79d-4407-8b73-debcff622a30,2024-08-23 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,23366396-be33-45cd-9381-0dc33dccad8f,301045,107.77,U/L
19513945-8,Carlos Matias Fuentes Rojas,2005-08-22,M,DIPRECA,10f334dc-2f02-4c4f-a3cc-5dd18494f62a,2024-10-22 18:13:27,PROCEDIMIENTO,I10,M004,500mg,Omeprazol,0d7e5139-7a8d-4f70-82f4-61f0c029dc38,302047,51.62,mg/dL
13981986-1,Andres Roberto Contreras Rodriguez,1954-06-10,M,ISAPRE,ef18f285-0f7c-4ee2-b2e8-4c6ec19d1b95,2026-02-08 18:13:27,URGENCIA,I10,M002,100mg,Ninguna,dadde807-78f8-4d94-b5d7-80a0704f5f40,302047,36.98,mmol/L
12260444-6,Diego Juan Hernandez Morales,1993-11-20,M,ISAPRE,5de5f91d-5606-410d-abb2-af5bf6951028,2026-03-07 18:13:27,URGENCIA,I10,M004,100mg,Ninguna,f1f0150b-7e7c-438e-9c18-9f93c56da81e,302047,21.72,U/L
17381740-1,Gabriel Matias Tapia Tapia,1984-02-14,M,FONASA,49841c34-cadd-4afc-b798-cea940fced55,2024-11-17 18:13:27,PROCEDIMIENTO,E11.9,M003,400mg,Ninguna,44368b07-b3c9-4300-854c-15b7792ae632,302047,11.38,mg/dL
17041878-6,Tomas Diego Martinez Lopez,1967-02-23,M,DIPRECA,91de2a8b-a6c3-404b-9f3c-ec42b9ff1715,2025-10-15 18:13:27,PROCEDIMIENTO,K21.9,M004,300mg,Ninguna,e4ee7af8-b216-48f8-ac3f-f9e915d8811e,302076,43.91,mg/dL
6885912-3,Fernanda Isidora Silva Rodriguez,2007-03-21,F,NINGUNA,c6448a0f-a4ff-4d8c-82b1-adc16b2ae0f9,2024-12-19 18:13:27,HOSPITALIZACION,K21.9,M001,500mg,Ninguna,73c73090-b67d-46d8-8059-e7c0aa676f1c,302047,61.87,mg/dL
8053343-8,Maria Sofia Fuentes Diaz,2018-11-04,F,FONASA,f8dde481-e12c-4d73-9ab1-2470bc77327a,2025-08-23 18:13:27,PROCEDIMIENTO,M54.5,M001,100mg,Ninguna,9c32ab76-2e46-466b-bc4f-4f934890a6be,301001,119.56,mg/dL
16240872-0,Fernanda Antonia Diaz Muñoz,1950-02-06,F,ISAPRE,f1b43065-6353-4a21-82e6-0ae3e4a44285,2026-01-06 18:13:27,CONSULTA,E11.9,M001,500mg,Ninguna,45f1c101-86e5-4c1d-a919-ef58e0fd46e3,302047,81.82,mmol/L
5154184-7,Jorge Matias Silva Fuentes,1960-09-09,M,NINGUNA,09295ade-1293-4043-a021-f46fe69dae0e,2025-05-29 18:13:27,PROCEDIMIENTO,K21.9,M003,400mg,Ninguna,22b6befa-e64f-43a6-81bb-bef52ef0b43e,301045,142.04,mg/dL
16871384-3,Isidora Fernanda Rodriguez Fuentes,2012-06-06,F,CAPREDENA,89327a93-bd95-4704-860a-1ad8aba7ac2f,2026-03-12 18:13:27,PROCEDIMIENTO,I10,M004,300mg,Ninguna,7d981152-871d-4295-8c44-41237cfca8a0,301001,82.7,mg/dL
8608787-1,Roberto Gabriel Fuentes Rojas,1962-04-24,M,NINGUNA,9982c711-d6c6-4678-b6d4-2d6b7ac4ee9e,2025-09-13 18:13:27,HOSPITALIZACION,A09.9,M005,300mg,Ninguna,badf9c75-9f54-4475-8a5f-21be32c64495,301045,65.3,mg/dL
14458856-8,Sofia Isidora Contreras Diaz,2019-08-03,F,ISAPRE,ab194ab0-e617-45fb-aa70-ad04f3cab842,2025-05-08 18:13:27,HOSPITALIZACION,M54.5,M004,100mg,Ninguna,fb4a07c6-8171-4053-9fa4-c5f3ee3880d7,301004,144.48,U/L
5744431-2,Pedro Juan Perez Lopez,1980-05-21,M,FONASA,4cabfe21-7841-4050-b2c7-104d2f5158a2,2025-08-03 18:13:27,HOSPITALIZACION,I10,M001,100mg,Ninguna,d428f3b9-9b7c-4706-bbfa-1a93d8684405,302076,113.4,U/L
7191246-9,Roberto Jorge Gonzalez Fuentes,2015-07-04,M,CAPREDENA,e41dcd36-5d2c-45ee-beb9-487a91490a06,2025-02-27 18:13:27,PROCEDIMIENTO,E11.9,M004,500mg,Ninguna,87539de7-1092-4057-b454-01bd7028d9c9,301004,92.07,mmol/L
15068110-3,Andres Jorge Fuentes Perez,1965-04-10,M,NINGUNA,23d5d7fd-dc3a-4633-b439-f8071c6ed154,2024-09-02 18:13:27,URGENCIA,K21.9,M001,500mg,Ninguna,66dfd609-1aef-4d6c-bcc8-6965b9df1131,301045,60.1,mg/dL
7793215-1,Maria Ana Martinez Perez,1989-07-17,F,FONASA,53a6dbb4-2cf5-4df4-b86c-ac77f404c9ae,2024-07-21 18:13:27,CONSULTA,K21.9,M005,200mg,Ninguna,b10d9eb8-ea83-4262-97a8-d4f106d9dcf9,301004,59.65,mg/dL
11476781-6,Ana Isidora Gonzalez Perez,1946-11-22,F,ISAPRE,82313880-4b60-4757-8632-ef39ae73d483,2024-11-26 18:13:27,CONSULTA,J00,M002,400mg,Ninguna,9803ea30-f363-4224-9996-a51d94b8badf,301045,20.75,mg/dL
17338973-6,Gabriel Felipe Diaz Diaz,2005-05-08,M,CAPREDENA,ed800ed4-ccca-4a24-8441-f01b6b0462c7,2026-05-13 18:13:27,PROCEDIMIENTO,M54.5,M005,400mg,Ninguna,687535f8-e8a2-4ba7-80e1-aedb40357766,301045,109.78,U/L
17467320-9,Felipe Andres Perez Gonzalez,2015-02-01,M,FONASA,a76a3406-c99c-4e24-b3ca-2e2f5b6225c1,2024-07-07 18:13:27,HOSPITALIZACION,K21.9,M002,200mg,Ninguna,a4abf541-0cc9-487d-93f1-ef5b2e2bd386,302076,78.15,mg/dL
9474174-2,Camila Maria Morales Tapia,1996-03-29,F,ISAPRE,50fda146-df7a-4040-8b9d-5c4eb2798e04,2024-10-31 18:13:27,HOSPITALIZACION,K21.9,M005,300mg,Ninguna,e3bfb251-2abb-4ca7-a1d7-94ac410aebbf,301004,103.07,U/L
13940547-1,Isidora Fernanda Perez Hernandez,1952-01-08,F,DIPRECA,6d681840-ac54-4439-a209-447e0f182bcf,2025-07-19 18:13:27,HOSPITALIZACION,M54.5,M002,300mg,Amoxicilina,8c708b0f-026c-4c9c-a561-a609107e7b0d,301001,31.0,mmol/L
8211586-2,Maria Ana Martinez Diaz,1997-06-19,F,DIPRECA,edb72e9f-0738-41ed-bcc3-6c7e25fdbd77,2026-02-04 18:13:27,URGENCIA,E11.9,M001,400mg,Ninguna,957f946a-c13d-4143-8ee5-43228caf1bf3,301004,13.1,mg/dL
23239147-2,Isidora Isidora Silva Morales,1993-02-25,F,ISAPRE,728e4574-8809-4a68-948f-55f7c3ab73f7,2026-01-04 18:13:27,CONSULTA,M54.5,M003,500mg,Ninguna,e88508c4-8df6-49ff-8f50-51d3791f46d3,302047,22.57,U/L
5856501-6,Fernanda Daniela Silva Martinez,1971-10-19,F,CAPREDENA,923298bb-cf4b-458a-a221-049d06b0c24d,2025-08-24 18:13:27,PROCEDIMIENTO,J00,M005,400mg,Ninguna,7b6bad36-2a70-49e8-95ed-a5e76ceb0b1d,302047,38.19,mg/dL
22982007-9,Fernanda Daniela Perez Silva,1992-09-09,F,FONASA,f010d730-9a3e-4488-9996-81bb1c34a37f,2026-01-23 18:13:27,PROCEDIMIENTO,J00,M002,500mg,Omeprazol,0a7bd3f7-72d7-4c89-9e88-fa37cfb0399d,301045,142.4,mg/dL
16597685-1,Andres Carlos Sepulveda Muñoz,1993-02-21,M,NINGUNA,0fea5fd6-277e-4d9e-86f2-5123164af37a,2026-02-01 18:13:27,CONSULTA,K21.9,M005,400mg,Ninguna,5cee9e86-3550-460a-80e8-b006e889f66a,301001,146.18,mmol/L
17702083-4,Roberto Diego Torres Rojas,2020-08-07,M,FONASA,09fd4033-6b60-4777-ba2a-cb5ff0c3f5fc,2024-11-01 18:13:27,CONSULTA,J00,M002,400mg,Ninguna,9a9f393b-9cff-4bed-a9e7-38ca46add828,301004,8.08,U/L
19338795-0,Matias Gabriel Tapia Gonzalez,1984-09-06,M,FONASA,f5f9a6e5-9fdf-4063-865e-ce05a808c0db,2025-12-13 18:13:27,PROCEDIMIENTO,K21.9,M003,500mg,Ninguna,e4b6a6fb-b468-4fd5-bb04-2103374d748a,301001,12.94,mmol/L
23622076-1,Daniela Sofia Fuentes Lopez,1981-03-22,F,ISAPRE,e0c83566-b943-4dd6-bc94-19fa9cffe7fd,2025-08-16 18:13:27,URGENCIA,A09.9,M002,500mg,Losartan,e46e5c12-6d61-4c97-9beb-9ffc3f0a4f0a,302076,73.46,mg/dL
9720651-1,Matias Diego Lopez Silva,1965-10-20,M,ISAPRE,ec6f8130-8444-4bd9-b04b-a73983809ad5,2025-08-06 18:13:27,PROCEDIMIENTO,J00,M002,400mg,Ninguna,b274a5df-f7b2-4952-af60-460a7e0742d8,301045,49.56,mg/dL
15430931-4,Javiera Josefa Morales Rojas,2018-08-11,F,DIPRECA,6141f073-fd2b-4c9a-afb7-caf974b4821e,2024-09-09 18:13:27,URGENCIA,I10,M003,200mg,Ninguna,1f1f2784-cc02-4767-9eb5-bc308cee2580,301004,48.45,mmol/L
12784629-4,Sofia Maria Lopez Muñoz,2012-11-01,F,CAPREDENA,b1176947-8f7e-4c9a-aee4-3d731cef974d,2025-10-18 18:13:27,HOSPITALIZACION,M54.5,M003,300mg,Ninguna,5754a7bb-371c-48e5-b8e7-86a26ba3171c,301001,132.12,U/L
16240872-0,Fernanda Antonia Diaz Muñoz,1950-02-06,F,ISAPRE,206d4a06-88c5-4dd3-a42d-8eb6dc54ed4d,2025-06-04 18:13:27,CONSULTA,E11.9,M001,500mg,Ninguna,2735c902-ebc8-4f02-b45a-433c0646c88d,302047,81.82,mmol/L
7817964-3,Javiera Fernanda Perez Martinez,1992-02-18,F,CAPREDENA,938ebdc4-4a88-420b-9201-13c11817f747,2025-10-25 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,Ninguna,0e4d5220-0eed-42fe-a92e-67fb276f7390,302047,18.48,mmol/L
15518069-2,Josefa Antonia Tapia Rojas,1966-08-02,F,CAPREDENA,75164e06-5b45-42e8-aae1-8deed20fb48c,2024-08-10 18:13:27,URGENCIA,M54.5,M002,100mg,Ninguna,4c6dd8ae-cfe9-4732-bc89-8cb725b1fe7b,301001,77.36,U/L
5998237-0,Josefa Sofia Soto Sepulveda,1970-04-05,F,ISAPRE,a3d8a44e-8860-450a-84fd-1bf71a880b5c,2024-12-20 18:13:27,CONSULTA,K21.9,M001,300mg,Ibuprofeno,d979793d-68b7-432d-9226-123521b27ebb,302076,113.32,mmol/L
9695116-7,Javiera Isidora Martinez Morales,2017-03-22,F,CAPREDENA,65ef45ff-1510-4ed1-a5d1-1a457439da52,2025-01-06 18:13:27,CONSULTA,J00,M005,200mg,Losartan,df4f6189-4c27-41ac-acb7-6ab9ad2a046f,302076,121.43,mmol/L
22319190-8,Daniela Isidora Silva Silva,1951-11-04,F,FONASA,461e657d-7699-470c-ba22-ed3eacbbc021,2025-09-06 18:13:27,HOSPITALIZACION,A09.9,M003,300mg,Ninguna,d82a2947-4b8b-4ad9-9473-3caca3792190,302047,72.94,mmol/L
17041878-6,Tomas Diego Martinez Lopez,1967-02-23,M,DIPRECA,68473937-7007-4a5a-b4c9-6dd4fe1ea586,2026-03-30 18:13:27,PROCEDIMIENTO,K21.9,M004,300mg,Ninguna,9d989010-afd7-44db-a120-5c700b6130f2,302076,43.91,mg/dL
8720726-9,Diego Jorge Soto Hernandez,1963-09-15,M,ISAPRE,fc4951e4-46ac-448a-b5b0-e96cd9c2ec09,2026-02-16 18:13:27,PROCEDIMIENTO,E11.9,M005,100mg,Ninguna,8855666b-35a3-461b-8ddf-9f02c49ffc64,301004,65.35,U/L
7525631-0,Isidora Fernanda Rodriguez Contreras,2017-03-29,F,DIPRECA,3a37fb1e-1995-4755-b906-829b67d5a16e,2024-08-10 18:13:27,HOSPITALIZACION,E11.9,M003,200mg,Ninguna,ab85dcf4-c504-4d23-89b3-05ebfcb2c750,301045,35.41,mmol/L
17381740-1,Gabriel Matias Tapia Tapia,1984-02-14,M,FONASA,61c111c0-4baa-4a42-8448-2421b6a8d6d7,2024-11-15 18:11:24,PROCEDIMIENTO,E11.9,M003,400mg,Ninguna,d477f601-0e8f-4250-b49f-334b45216e45,302047,11.38,mg/dL
5794357-2,Andres Juan Diaz Rojas,2010-12-12,M,NINGUNA,dcb09dab-379a-4341-a058-9c7bafda7bab,2025-06-06 18:11:24,CONSULTA,M54.5,M005,400mg,Ninguna,7a25ef4f-6d57-4953-8e6b-685a274f83ce,302047,137.86,U/L
22099038-9,Jorge Roberto Torres Muñoz,1992-04-20,M,DIPRECA,a5d459de-40d4-4a91-a6f7-e5df9a3d0538,2024-02-13 18:11:24,HOSPITALIZACION,J00,M002,500mg,Ninguna,1c32967f-8034-4a29-9224-422dd33934bd,301001,108.14,mg/dL
24884790-5,Tomas Jorge Gonzalez Hernandez,1985-11-28,M,CAPREDENA,88119f96-fb33-49ec-8d97-6de26c2676d8,2025-06-16 18:11:24,PROCEDIMIENTO,E11.9,M003,300mg,Ninguna,453169ea-8c66-4a11-8916-f899f293a9c2,301004,47.63,mg/dL
23064266-4,Sofia Maria Muñoz Gonzalez,2016-03-02,F,CAPREDENA,78e7e9a4-e275-497e-9b27-57d10b86a439,2024-05-21 18:11:24,PROCEDIMIENTO,A09.9,M004,100mg,Ninguna,26040267-04dd-4ab4-bc74-b3c2ebd181a8,301001,141.37,U/L
22319190-8,Daniela Isidora Silva Silva,1951-11-04,F,FONASA,2c7b5e54-1008-4466-b31c-4fc02e63dbfd,2024-09-18 18:11:24,CONSULTA,E11.9,M004,200mg,Amoxicilina,9a135cac-df7a-4fcb-8d04-e08743979f68,301001,8.07,mg/dL
22988055-1,Luis Roberto Muñoz Rodriguez,2019-05-10,M,CAPREDENA,9467c02a-f5b6-4f88-9c06-6b97dae6ef73,2025-04-18 18:11:24,CONSULTA,E11.9,M005,400mg,Ninguna,e54c059f-a931-4dc9-a80a-3ee719419254,301001,41.08,mg/dL
19513945-8,Carlos Matias Fuentes Rojas,2005-08-22,M,DIPRECA,808185bd-dc57-4b91-b2fb-1efe058ee2d3,2024-03-18 18:11:24,PROCEDIMIENTO,I10,M004,500mg,Omeprazol,258b6f16-c7c5-4f74-b3af-f05cab32cb16,302047,51.62,mg/dL
23209215-7,Tomas Felipe Sepulveda Torres,1991-09-15,M,DIPRECA,64e17b8c-be3f-49ce-9449-5a40daf8c117,2024-03-05 18:11:24,PROCEDIMIENTO,I10,M003,200mg,Ninguna,3b8bc346-2edf-4d6e-be2b-511aee861f53,302047,138.0,mmol/L
10438463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,3c19275d-9c94-44e9-b4be-b5b0a8305562,2024-09-02 18:11:24,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,18299452-645d-4e8f-8bfa-51e50db1ffea,302047,5.26,mmol/L
24164760-9,Carlos Gabriel Lopez Morales,1981-11-26,M,DIPRECA,bf0c34b9-c844-4815-af09-067f475de77d,2024-12-04 18:11:24,PROCEDIMIENTO,M54.5,M004,300mg,Ninguna,0af9cf76-4820-4665-b102-403c73ee7b49,302076,73.35,mmol/L
15739296-4,Roberto Andres Torres Rodriguez,1993-08-04,M,CAPREDENA,46377af6-9849-4a35-8ce9-e783084b6e79,2024-01-12 18:11:24,HOSPITALIZACION,K21.9,M003,400mg,Ninguna,316c9b78-9910-4e60-958e-2526d61e91a1,301045,149.91,U/L
17359939-0,Pedro Diego Lopez Perez,1968-01-27,M,ISAPRE,b60ce62e-8bb7-4471-8e15-3c246e0844cf,2025-08-14 18:11:24,CONSULTA,A09.9,M003,400mg,Ninguna,4e825fdd-7854-41de-9032-e5b9b387a98d,301004,84.58,mg/dL
11476781-6,Ana Isidora Gonzalez Perez,1946-11-22,F,ISAPRE,a6173f8b-9196-4d72-bbfa-13302ee2e9c8,2023-12-10 18:11:24,CONSULTA,J00,M002,400mg,Ninguna,6fe807b2-b3a3-4305-bd00-e86e9071af02,301045,20.75,mg/dL
15194462-0,Jorge Andres Gonzalez Perez,1978-05-15,M,DIPRECA,ade5aec6-8ba9-4676-874c-bdcfb337f92c,2025-02-01 18:11:24,URGENCIA,E11.9,M003,500mg,Amoxicilina,4c33118e-4c97-46a5-a01c-8003c3a2f632,301045,133.11,mg/dL
17098559-1,Felipe Juan Tapia Martinez,2005-02-03,M,ISAPRE,d58aaead-2c84-43c2-8ebb-2f907b0fb91b,2024-02-10 18:11:24,URGENCIA,E11.9,M003,200mg,Ninguna,6c4e21f9-3e49-41b9-9d9a-4188988591d4,302076,119.04,mmol/L
6885912-3,Fernanda Isidora Silva Rodriguez,2007-03-21,F,NINGUNA,a8b801d6-889a-4f85-862b-037eb8175f02,2025-02-03 18:11:24,HOSPITALIZACION,K21.9,M001,500mg,Ninguna,f4ddebfd-3f32-406b-8973-5a39cc2b0ec2,302047,61.87,mg/dL
12308817-4,Carlos Felipe Fuentes Rodriguez,1993-10-01,M,FONASA,945b5838-a508-4260-8cc0-b3ce03df5eec,2023-11-03 18:11:24,HOSPITALIZACION,K21.9,M005,500mg,Amoxicilina,cd1713ec-1fdf-4feb-aca0-d01646b993ee,302076,137.03,mmol/L
10086581-5,Roberto Carlos Contreras Fuentes,2001-04-02,M,FONASA,4411a82a-2105-4d8d-a9c9-fbd7b3cb1089,2026-01-24 18:11:24,HOSPITALIZACION,E11.9,M005,100mg,Ninguna,fad948f2-3110-4f33-a751-1232918b2ae7,301001,9.13,mmol/L
17615791-7,Camila Antonia Martinez Soto,2008-04-18,F,ISAPRE,7e1793b3-fd44-41d3-b75a-72923561757d,2024-03-11 18:11:24,URGENCIA,K21.9,M004,300mg,Ninguna,5896732b-776f-4f43-8285-ccb16aad7213,302076,92.69,mg/dL
22071407-1,Juan Diego Torres Martinez,1979-12-11,M,NINGUNA,b4642b22-c204-4ea1-90b6-84c7243a86d9,2026-01-25 18:11:24,CONSULTA,A09.9,M003,200mg,Ninguna,68c5b098-5843-4583-a546-84e2d7bb989c,302076,95.69,mmol/L
18625342-6,Roberto Juan Tapia Tapia,2018-12-10,M,DIPRECA,442976fd-bcab-4e5f-9763-359b5baabf2f,2023-12-12 18:11:24,CONSULTA,A09.9,M003,300mg,Paracetamol,7b8f4c65-637b-4ffc-a836-ef6ecd1117cb,302047,37.35,mmol/L
20179547-8,Sofia Fernanda Contreras Soto,2017-08-26,F,ISAPRE,90e2130f-8cdf-4203-a2b3-3e8a47013c8e,2024-03-10 18:11:24,HOSPITALIZACION,A09.9,M005,500mg,Ninguna,1fdb8502-a3f1-4b78-a152-58a329e0ea7d,301001,61.41,U/L
